time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
13.932000,3.086716,3.194181,-0.262330,-0.178530
13.937002,3.085257,3.192990,-0.311033,-0.235018
13.942004,3.083561,3.192017,-0.357659,-0.268733
13.947006,3.081640,3.190304,-0.401815,-0.320628
13.952008,3.079504,3.188969,-0.443401,-0.355749
13.957010,3.077170,3.186750,-0.482128,-0.398841
13.962012,3.074650,3.185124,-0.518247,-0.426288
13.967014,3.071959,3.182475,-0.551027,-0.470481
13.972016,3.069113,3.180581,-0.580877,-0.487627
13.977018,3.066126,3.177586,-0.608025,-0.520832
13.982020,3.063013,3.175490,-0.632176,-0.541420
13.987022,3.059786,3.172187,-0.653775,-0.567447
13.992024,3.056458,3.169909,-0.673217,-0.583571
13.997026,3.053040,3.166376,-0.690246,-0.600645
14.002028,3.049543,3.163970,-0.704984,-0.614627
14.007030,3.045980,3.175379,-0.717522,-0.598101
14.012033,3.042359,3.172979,-0.728407,-0.605653
14.017035,3.038687,3.169327,-0.738047,-0.615785
14.022037,3.034971,3.166846,-0.746488,-0.622014
14.027039,3.031217,3.163094,-0.753652,-0.629624
14.032041,3.027431,3.160574,-0.759248,-0.634645
14.037043,3.023622,3.156766,-0.763319,-0.635900
14.042045,3.019797,3.154221,-0.766057,-0.638342
14.047047,3.015961,3.150383,-0.767604,-0.642934
14.052049,3.012121,3.147805,-0.768079,-0.644222
14.057051,3.008282,3.143940,-0.767514,-0.641978
14.062053,3.004449,3.141378,-0.765865,-0.640798
14.067055,3.000628,3.137544,-0.763175,-0.635930
14.072057,2.996822,3.134978,-0.759486,-0.633695
14.077059,2.993039,3.131194,-0.754732,-0.624376
14.082061,2.989282,3.128683,-0.749087,-0.623419
14.087063,2.985555,3.124956,-0.742704,-0.618031
14.092065,2.981862,3.122545,-0.735847,-0.609131
14.097067,2.978204,3.118911,-0.728731,-0.600320
14.102069,2.974583,3.116434,-0.721225,-0.595966
14.107071,2.971000,3.111867,-0.713441,-0.631340
14.112073,2.967457,3.109426,-0.705351,-0.625267
14.117075,2.963956,3.105695,-0.696925,-0.613848
14.122077,2.960497,3.103212,-0.688274,-0.605405
14.127079,2.957083,3.099604,-0.679359,-0.593498
14.132081,2.953713,3.097250,-0.670189,-0.583833
14.137083,2.950391,3.093761,-0.660753,-0.572627
14.142085,2.947116,3.091479,-0.651168,-0.565449
14.147087,2.943889,3.088115,-0.641450,-0.553052
14.152089,2.940712,3.085901,-0.631356,-0.546156
14.157091,2.937586,3.082655,-0.621120,-0.534416
14.162093,2.934511,3.080493,-0.610803,-0.528229
14.167095,2.931488,3.077343,-0.600419,-0.516489
14.172097,2.928517,3.075200,-0.590127,-0.510507
14.177099,2.925597,3.072159,-0.579824,-0.498901
14.182101,2.922729,3.070133,-0.569435,-0.492786
14.187103,2.919913,3.067208,-0.559119,-0.480158
14.192105,2.917148,3.065089,-0.548965,-0.477583
14.197107,2.914433,3.062246,-0.538726,-0.466244
14.202109,2.911771,3.060560,-0.528354,-0.453700
14.207111,2.909161,3.056043,-0.517622,-0.427913
14.212113,2.906607,3.054396,-0.506406,-0.421342
14.217115,2.904109,3.051899,-0.494841,-0.406937
14.222117,2.901670,3.050169,-0.483244,-0.393820
14.227119,2.899289,3.047827,-0.471342,-0.380178
14.232121,2.896968,3.046257,-0.459504,-0.367436
14.237123,2.894706,3.044082,-0.447809,-0.351886
14.242126,2.892501,3.042697,-0.436354,-0.347817
14.247128,2.890353,3.040634,-0.425095,-0.333972
14.252130,2.888261,3.039250,-0.414084,-0.333089
14.257132,2.886222,3.037270,-0.403463,-0.320137
14.262134,2.884236,3.035934,-0.393110,-0.314424
14.267136,2.882301,3.034078,-0.383000,-0.299578
14.272138,2.880415,3.033074,-0.373251,-0.283669
14.277140,2.878578,3.031400,-0.363655,-0.272618
14.282142,2.876789,3.030299,-0.354095,-0.263945
14.287144,2.875047,3.028738,-0.344683,-0.252777
14.292146,2.873351,3.027851,-0.335443,-0.242796
14.297148,2.871701,3.026412,-0.326293,-0.232335
14.302150,2.870097,3.025179,-0.317353,-0.233574
14.307152,2.868536,3.002157,-0.308654,-0.284999
14.312154,2.867018,3.001094,-0.300324,-0.277254
14.317156,2.865541,2.999449,-0.292278,-0.268405
14.322158,2.864103,2.998432,-0.284420,-0.263970
14.327160,2.862704,2.996872,-0.276639,-0.251253
14.332162,2.861345,2.995816,-0.268771,-0.241118
14.337164,2.860024,2.994384,-0.260779,-0.234011
14.342166,2.858745,2.993470,-0.252530,-0.228120
14.347168,2.857508,2.992123,-0.244166,-0.217138
14.352170,2.856313,2.991202,-0.235673,-0.221765
14.357172,2.855160,2.989880,-0.227027,-0.216558
14.362174,2.854051,2.989197,-0.218302,-0.200295
14.367176,2.852986,2.988014,-0.209414,-0.192352
14.372178,2.851966,2.986968,-0.200336,-0.197143
14.377180,2.850992,2.985802,-0.190997,-0.189745
14.382182,2.850066,2.985121,-0.181475,-0.181072
14.387184,2.849187,2.984050,-0.171977,-0.172128
14.392186,2.848356,2.983487,-0.162449,-0.162878
14.397188,2.847573,2.982537,-0.152876,-0.150798
14.402190,2.846838,2.982728,-0.143296,-0.123826
14.407192,2.846149,2.964963,-0.134070,-0.156314
14.412194,2.845505,2.964513,-0.125433,-0.152032
14.417196,2.844903,2.963628,-0.117194,-0.140728
14.422198,2.844341,2.963180,-0.109172,-0.138187
14.427200,2.843819,2.962367,-0.101275,-0.127464
14.432202,2.843337,2.961616,-0.093271,-0.106465
14.437204,2.842895,2.961004,-0.085136,-0.093946
14.442206,2.842494,2.960616,-0.076783,-0.082430
14.447208,2.842136,2.960140,-0.068166,-0.072199
14.452210,2.841821,2.959838,-0.059319,-0.069495
14.457212,2.841552,2.959442,-0.050356,-0.058601
14.462214,2.841327,2.959146,-0.041355,-0.059679
14.467216,2.841147,2.958810,-0.032291,-0.051443
14.472219,2.841013,2.958540,-0.023310,-0.048498
14.477221,2.840923,2.958267,-0.014431,-0.038939
14.482223,2.840877,2.957962,-0.005658,-0.038724
14.487225,2.840875,2.957756,0.003001,-0.027437
14.492227,2.840915,2.957680,0.011440,-0.021967
14.497229,2.840998,2.957564,0.019712,-0.013195
14.502231,2.841121,2.957214,0.027813,-0.015627
14.507233,2.841284,2.957946,0.035884,0.007855
14.512235,2.841487,2.958236,0.043872,0.007658
14.517237,2.841731,2.958296,0.051902,0.014911
14.522239,2.842015,2.958354,0.059984,0.018077
14.527241,2.842339,2.958477,0.068188,0.025667
14.532243,2.842705,2.958538,0.076531,0.035634
14.537245,2.843112,2.958771,0.084902,0.044505
14.542247,2.843563,2.958976,0.093456,0.044725
14.547249,2.844056,2.959258,0.102039,0.051874
14.552251,2.844592,2.959541,0.110635,0.067416
14.557253,2.845171,2.959969,0.119262,0.077433
14.562255,2.845793,2.960353,0.127806,0.090594
14.567257,2.846457,2.960916,0.136011,0.099606
14.572259,2.847161,2.961142,0.143977,0.094672
14.577261,2.847903,2.961733,0.151593,0.102465
14.582263,2.848683,2.962288,0.158849,0.108007
14.587265,2.849498,2.962948,0.165527,0.112696
14.592267,2.850344,2.963159,0.171695,0.108958
14.597269,2.851220,2.963820,0.177357,0.113158
14.602271,2.852122,2.964415,0.182492,0.118748
14.607273,2.853048,2.974107,0.187113,0.173490
14.612275,2.853996,2.975222,0.191225,0.168559
14.617277,2.854963,2.976236,0.194799,0.169126
14.622279,2.855946,2.976845,0.197755,0.174486
14.627281,2.856942,2.977889,0.200063,0.176070
14.632283,2.857947,2.978602,0.201645,0.176266
14.637285,2.858958,2.979662,0.202476,0.175608
14.642287,2.859972,2.980365,0.202561,0.173294
14.647289,2.860983,2.981399,0.201899,0.171170
14.652291,2.861989,2.982083,0.200546,0.168869
14.657293,2.862986,2.983084,0.198549,0.163771
14.662295,2.863971,2.983788,0.196005,0.162488
14.667297,2.864942,2.984761,0.192967,0.161504
14.672299,2.865897,2.985443,0.189507,0.161159
14.677301,2.866833,2.986395,0.185671,0.155615
14.682303,2.867749,2.987226,0.181503,0.158932
14.687305,2.868644,2.988161,0.177041,0.148984
14.692307,2.869515,2.988829,0.172326,0.145904
14.697309,2.870362,2.989693,0.167393,0.140996
14.702312,2.871183,2.990396,0.162173,0.138845
14.707314,2.871978,2.996269,0.156754,0.141481
14.712316,2.872745,2.996754,0.151190,0.135487
14.717318,2.873484,2.997557,0.145527,0.130239
14.722320,2.874195,2.998156,0.139731,0.125423
14.727322,2.874875,2.998900,0.133735,0.120061
14.732324,2.875525,2.999331,0.127268,0.119308
14.737326,2.876141,3.000033,0.120494,0.109994
14.742328,2.876723,3.000466,0.113424,0.105628
14.747330,2.877268,3.001087,0.106149,0.100040
14.752332,2.877777,3.001481,0.098775,0.095209
14.757334,2.878248,3.002036,0.091125,0.085555
14.762336,2.878680,3.002385,0.083314,0.077425
14.767338,2.879073,3.002828,0.075510,0.067732
14.772340,2.879428,3.003076,0.067882,0.060522
14.777342,2.879745,3.003421,0.060577,0.053054
14.782344,2.880026,3.003658,0.053442,0.048053
14.787346,2.880272,3.003926,0.046497,0.039055
14.792348,2.880485,3.004109,0.039894,0.035945
14.797350,2.880665,3.004313,0.033634,0.028083
14.802352,2.880816,3.004589,0.027612,0.028811
14.807354,2.880936,2.993862,0.021939,0.011705
14.812356,2.881030,2.993889,0.016555,0.007790
14.817358,2.881097,2.993933,0.011543,0.006116
14.822360,2.881141,2.993956,0.006909,0.002028
14.827362,2.881162,2.993949,0.002513,-0.005657
14.832364,2.881163,2.993925,-0.001539,-0.008055
14.837366,2.881144,2.993875,-0.005251,-0.011240
14.842368,2.881107,2.993826,-0.008616,-0.014069
14.847370,2.881055,2.993739,-0.011611,-0.014019
14.852372,2.880989,2.993679,-0.014160,-0.017059
14.857374,2.880912,2.993574,-0.016311,-0.019342
14.862376,2.880825,2.993501,-0.018079,-0.020672
14.867378,2.880730,2.993365,-0.019494,-0.025614
14.872380,2.880629,2.993258,-0.020630,-0.026135
14.877382,2.880523,2.993098,-0.021502,-0.027655
14.882384,2.880414,2.992985,-0.022119,-0.023734
14.887386,2.880302,2.992843,-0.022507,-0.021681
14.892388,2.880188,2.992751,-0.022662,-0.021618
14.897390,2.880075,2.992610,-0.022580,-0.023752
14.902392,2.879963,2.992528,-0.022269,-0.023982
14.907394,2.879853,2.975756,-0.021718,-0.040292
14.912396,2.879747,2.975604,-0.020919,-0.038851
14.917398,2.879646,2.975382,-0.019880,-0.036099
14.922400,2.879550,2.975233,-0.018582,-0.032834
14.927402,2.879462,2.975042,-0.017021,-0.030573
14.932405,2.879382,2.974917,-0.015188,-0.027262
14.937407,2.879313,2.974756,-0.013008,-0.024898
14.942409,2.879255,2.974659,-0.010471,-0.024346
14.947411,2.879211,2.974513,-0.007653,-0.023085
14.952413,2.879182,2.974422,-0.004548,-0.021599
14.957415,2.879169,2.974299,-0.001209,-0.017553
14.962417,2.879174,2.974234,0.002269,-0.015864
14.967419,2.879197,2.974144,0.005872,-0.010637
14.972421,2.879237,2.974108,0.009590,-0.007626
14.977423,2.879296,2.974073,0.013315,-0.003262
14.982425,2.879374,2.974072,0.017043,0.001748
14.987427,2.879470,2.974090,0.020743,0.004761
14.992429,2.879585,2.974110,0.024376,0.007783
14.997431,2.879717,2.974166,0.027950,0.012620
15.002433,2.879867,2.974228,0.031514,0.015588
15.007435,2.880035,2.982442,0.035038,0.047931
15.012437,2.880221,2.982606,0.038537,0.050608
15.017439,2.880424,2.982929,0.041884,0.057328
15.022441,2.880643,2.983138,0.045000,0.059230
15.027443,2.880877,2.983498,0.047851,0.061617
15.032445,2.881124,2.983737,0.050353,0.062410
15.037447,2.881382,2.984114,0.052411,0.062214
15.042449,2.881649,2.984370,0.054000,0.063220
15.047451,2.881922,2.984751,0.055093,0.065038
15.052453,2.882200,2.985015,0.055723,0.067402
15.057455,2.882479,2.985414,0.055966,0.068898
15.062457,2.882759,2.985681,0.055903,0.066903
15.067459,2.883038,2.986086,0.055608,0.067652
15.072461,2.883315,2.986346,0.055139,0.067324
15.077463,2.883589,2.986750,0.054559,0.066292
15.082465,2.883859,2.987029,0.053917,0.066723
15.087467,2.884127,2.987437,0.053229,0.070656
15.092469,2.884391,2.987701,0.052519,0.070850
15.097471,2.884651,2.988121,0.051782,0.067505
15.102473,2.884908,2.988358,0.051000,0.065887
15.107475,2.885160,2.978600,0.050166,0.021221
15.112477,2.885409,2.978685,0.049301,0.020599
15.117479,2.885653,2.978807,0.048441,0.020798
15.122481,2.885892,2.978874,0.047632,0.020336
15.127483,2.886128,2.978996,0.046934,0.020749
15.132485,2.886361,2.979066,0.046399,0.021951
15.137487,2.886592,2.979206,0.046089,0.023563
15.142489,2.886822,2.979307,0.046044,0.024856
15.147491,2.887053,2.979455,0.046287,0.024860
15.152493,2.887286,2.979557,0.046845,0.025934
15.157495,2.887522,2.979718,0.047705,0.026621
15.162498,2.887764,2.979828,0.048865,0.027956
15.167500,2.888013,2.979998,0.050253,0.027666
15.172502,2.888269,2.980111,0.051833,0.030699
15.177504,2.888533,2.980299,0.053603,0.034796
15.182506,2.888807,2.980440,0.055503,0.037549
15.187508,2.889090,2.980663,0.057501,0.035735
15.192510,2.889384,2.980809,0.059548,0.038737
15.197512,2.889688,2.981047,0.061583,0.039995
15.202514,2.890002,2.981192,0.063588,0.043183
15.207516,2.890326,2.972892,0.065634,0.025572
15.212518,2.890660,2.972997,0.067762,0.030414
15.217520,2.891006,2.973181,0.070003,0.031723
15.222522,2.891363,2.973315,0.072503,0.034656
15.227524,2.891734,2.973536,0.075292,0.038500
15.232526,2.892120,2.973693,0.078489,0.041279
15.237528,2.892523,2.973954,0.082138,0.048431
15.242530,2.892946,2.974154,0.086185,0.051942
15.247532,2.893389,2.974481,0.090635,0.058855
15.252534,2.893857,2.974718,0.095499,0.060733
15.257536,2.894350,2.975099,0.100585,0.069131
15.262538,2.894869,2.975379,0.105947,0.074796
15.267540,2.895415,2.975840,0.111643,0.081170
15.272542,2.895991,2.976170,0.117590,0.086313
15.277544,2.896598,2.976699,0.123776,0.093091
15.282546,2.897234,2.977073,0.129713,0.098224
15.287548,2.897900,2.977667,0.135196,0.101662
15.292550,2.898590,2.978081,0.139926,0.105872
15.297552,2.899301,2.978723,0.143779,0.110175
15.302554,2.900029,2.979144,0.146760,0.112064
15.307556,2.900770,2.992822,0.148893,0.177485
15.312558,2.901519,2.993603,0.150202,0.178223
15.317560,2.902272,2.994678,0.150728,0.179481
15.322562,2.903025,2.995484,0.150502,0.175606
15.327564,2.903775,2.996529,0.149585,0.170995
15.332566,2.904518,2.997206,0.148024,0.171050
15.337568,2.905252,2.998228,0.145911,0.167559
15.342570,2.905974,2.998893,0.143362,0.163547
15.347572,2.906683,2.999865,0.140476,0.160229
15.352574,2.907376,3.000495,0.137336,0.157238
15.357576,2.908052,3.001423,0.133967,0.151405
15.362578,2.908712,3.002012,0.130486,0.148832
15.367580,2.909354,3.002883,0.127018,0.139020
15.372582,2.909978,3.003616,0.123620,0.146040
15.377584,2.910587,3.004488,0.120364,0.142894
15.382586,2.911179,3.005154,0.117261,0.142923
15.387589,2.911757,3.006005,0.114339,0.141311
15.392591,2.912320,3.006691,0.111567,0.144986
15.397593,2.912870,3.007557,0.108910,0.143079
15.402595,2.913407,3.008234,0.106365,0.143477
15.407597,2.913931,3.004638,0.103774,0.127572
15.412599,2.914441,3.005194,0.101005,0.125157
15.417601,2.914937,3.005945,0.098096,0.125368
15.422603,2.915419,3.006213,0.095029,0.129921
15.427605,2.915884,3.006993,0.091880,0.128341
15.432607,2.916334,3.007520,0.088618,0.125482
15.437609,2.916767,3.008257,0.085235,0.119001
15.442611,2.917183,3.008730,0.081735,0.115370
15.447613,2.917581,3.009411,0.078122,0.110406
15.452615,2.917961,3.009853,0.074449,0.108194
15.457617,2.918322,3.010494,0.070786,0.104569
15.462619,2.918665,3.010831,0.067170,0.097368
15.467621,2.918991,3.011412,0.063672,0.093874
15.472623,2.919299,3.011942,0.060262,0.096573
15.477625,2.919590,3.012515,0.056956,0.096057
15.482627,2.919865,3.012622,0.053738,0.085001
15.487629,2.920124,3.013119,0.050614,0.080290
15.492631,2.920368,3.013111,0.047572,0.065845
15.497633,2.920597,3.013489,0.044600,0.057035
15.502635,2.920812,3.013418,0.041735,0.047146
15.507637,2.921012,3.027559,0.039016,0.068141
15.512639,2.921199,3.027753,0.036496,0.066784
15.517641,2.921375,3.028141,0.034165,0.061196
15.522643,2.921539,3.028021,0.032008,0.071148
15.527645,2.921693,3.028445,0.029983,0.068611
15.532647,2.921837,3.028619,0.028059,0.074259
15.537649,2.921972,3.029054,0.026178,0.071864
15.542651,2.922097,3.029317,0.024318,0.075987
15.547653,2.922213,3.029773,0.022435,0.074555
15.552655,2.922319,3.030050,0.020497,0.068419
15.557657,2.922416,3.030461,0.018453,0.068593
15.562659,2.922502,3.030639,0.016292,0.059223
15.567661,2.922576,3.030995,0.014019,0.059702
15.572663,2.922640,3.031084,0.011604,0.050822
15.577665,2.922690,3.031385,0.009000,0.045884
15.582667,2.922726,3.031213,0.006206,0.031522
15.587669,2.922749,3.031393,0.003274,0.026980
15.592671,2.922756,3.031224,0.000282,0.017183
15.597673,2.922749,3.031320,-0.002740,0.014421
15.602675,2.922726,3.031336,-0.005691,0.010337
15.607677,2.922690,3.040853,-0.008456,0.047812
15.612679,2.922640,3.041147,-0.011020,0.041563
15.617682,2.922578,3.041383,-0.013436,0.035389
15.622684,2.922504,3.041642,-0.015652,0.027231
15.627686,2.922419,3.041795,-0.017743,0.023110
15.632688,2.922325,3.041689,-0.019722,0.032089
15.637690,2.922220,3.041878,-0.021633,0.028758
15.642692,2.922106,3.041970,-0.023544,0.031255
15.647694,2.921983,3.042149,-0.025517,0.027858
15.652696,2.921849,3.042266,-0.027589,0.026674
15.657698,2.921705,3.042418,-0.029790,0.023300
15.662700,2.921548,3.042480,-0.032134,0.022537
15.667702,2.921380,3.042618,-0.034592,0.023767
15.672704,2.921200,3.042734,-0.037172,0.023222
15.677706,2.921006,3.042870,-0.039808,0.020312
15.682708,2.920799,3.043425,-0.042479,0.033856
15.687710,2.920578,3.043617,-0.045197,0.029056
15.692712,2.920344,3.043538,-0.047995,0.022465
15.697714,2.920095,3.043667,-0.050885,0.019643
15.702716,2.919832,3.043558,-0.053882,0.012476
15.707718,2.919553,3.010289,-0.057141,-0.065121
15.712720,2.919256,3.009709,-0.060710,-0.060740
15.717722,2.918941,3.009338,-0.064495,-0.065766
15.722724,2.918607,3.009083,-0.068300,-0.069346
15.727726,2.918254,3.008659,-0.071954,-0.072750
15.732728,2.917884,3.008343,-0.075310,-0.072812
15.737730,2.917499,3.007905,-0.078250,-0.073798
15.742732,2.917100,3.007586,-0.080712,-0.068069
15.747734,2.916690,3.007174,-0.082672,-0.070510
15.752736,2.916272,3.006961,-0.084158,-0.059048
15.757738,2.915848,3.006606,-0.085231,-0.058767
15.762740,2.915420,3.006519,-0.085959,-0.045653
15.767742,2.914989,3.006255,-0.086430,-0.041601
15.772744,2.914555,3.005678,-0.086737,-0.060925
15.777746,2.914121,3.005323,-0.086967,-0.057930
15.782748,2.913686,3.004812,-0.087185,-0.067503
15.787750,2.913249,3.004405,-0.087447,-0.067550
15.792752,2.912811,3.004723,-0.087777,-0.052993
15.797754,2.912371,3.004406,-0.088165,-0.053455
15.802756,2.911929,3.004209,-0.088582,-0.055005
15.807758,2.911484,3.006730,-0.088989,-0.048377
15.812760,2.911038,3.007105,-0.089329,-0.063109
15.817762,2.910591,3.006727,-0.089553,-0.060869
15.822764,2.910143,3.006623,-0.089609,-0.064956
15.827766,2.909695,3.006225,-0.089428,-0.068367
15.832768,2.909249,3.005908,-0.088946,-0.065089
15.837770,2.908807,3.005518,-0.088132,-0.063087
15.842772,2.908370,3.005261,-0.086993,-0.061551
15.847775,2.907939,3.004896,-0.085592,-0.059714
15.852777,2.907516,3.004667,-0.083998,-0.056511
15.857779,2.907101,3.004336,-0.082278,-0.052978
15.862781,2.906694,3.004112,-0.080494,-0.050118
15.867783,2.906297,3.003814,-0.078700,-0.047241
15.872785,2.905909,3.003736,-0.076954,-0.043743
15.877787,2.905529,3.003480,-0.075277,-0.039954
15.882789,2.905158,3.003266,-0.073671,-0.040126
15.887791,2.904794,3.003026,-0.072141,-0.039661
15.892793,2.904438,3.003358,-0.070683,-0.024780
15.897795,2.904088,3.003211,-0.069310,-0.024536
15.902797,2.903746,3.003312,-0.068008,-0.018445
15.907799,2.903410,2.991806,-0.066760,-0.000592
15.912801,2.903080,2.992052,-0.065578,-0.006664
15.917803,2.902755,2.992017,-0.064486,-0.004954
15.922805,2.902436,2.991925,-0.063461,0.001457
15.927807,2.902121,2.991936,-0.062481,0.002045
15.932809,2.901812,2.992137,-0.061536,-0.010032
15.937811,2.901507,2.992080,-0.060583,-0.007801
15.942813,2.901207,2.992063,-0.059587,-0.008755
15.947815,2.900913,2.992008,-0.058528,-0.008889
15.952817,2.900623,2.991951,-0.057339,-0.013201
15.957819,2.900341,2.991867,-0.056040,-0.014146
15.962821,2.900064,2.991846,-0.054640,-0.010373
15.967823,2.899796,2.991787,-0.053172,-0.009858
15.972825,2.899534,2.991735,-0.051669,-0.009466
15.977827,2.899281,2.991676,-0.050110,-0.008476
15.982829,2.899035,2.991691,-0.048536,-0.008637
15.987831,2.898796,2.991638,-0.047037,-0.009400
15.992833,2.898566,2.991741,-0.045588,-0.008871
15.997835,2.898342,2.991686,-0.044203,-0.006503
16.002834,2.898125,2.991709,-0.042815,-0.004704
16.007832,2.897915,3.001014,-0.041269,0.020991
16.012829,2.897714,3.001119,-0.039549,0.024654
16.017826,2.897521,3.001268,-0.037850,0.023583
16.022823,2.897337,3.001389,-0.036495,0.023619
16.027821,2.897156,3.001535,-0.035849,0.025127
16.032818,2.896977,3.001627,-0.036322,0.023256
16.037815,2.896790,3.001771,-0.038361,0.022207
16.042812,2.896587,3.001860,-0.042224,0.017502
16.047810,2.896359,3.001946,-0.048027,0.007698
16.052807,2.896097,3.001981,-0.055723,0.001515
16.057804,2.895789,3.001970,-0.065670,-0.009743
16.062801,2.895425,3.001886,-0.078130,-0.019441
16.067799,2.894988,3.001738,-0.094126,-0.037327
16.072796,2.894459,3.001583,-0.113960,-0.052898
16.077793,2.893822,3.001222,-0.136691,-0.075282
16.082790,2.893064,3.000896,-0.161966,-0.094226
16.087788,2.892171,3.000269,-0.190155,-0.129161
16.092785,2.891131,2.999772,-0.220047,-0.153075
16.097782,2.889939,2.998776,-0.250710,-0.191977
16.102779,2.888589,2.998037,-0.282877,-0.212574
16.107777,2.887081,2.982229,-0.314123,-0.288933
16.112774,2.885418,2.981043,-0.344612,-0.313557
16.117771,2.883609,2.979094,-0.373412,-0.342494
16.122768,2.881656,2.977737,-0.401888,-0.362016
16.127766,2.879561,2.975493,-0.430603,-0.395289
16.132763,2.877323,2.973857,-0.458728,-0.421130
16.137760,2.874948,2.971267,-0.485888,-0.454269
16.142757,2.872435,2.969410,-0.513816,-0.473075
16.147755,2.869780,2.966500,-0.542338,-0.511613
16.152752,2.866984,2.964431,-0.570474,-0.532648
16.157749,2.864048,2.961167,-0.598353,-0.567925
16.162746,2.860973,2.958891,-0.626066,-0.583981
16.167744,2.857759,2.955304,-0.654082,-0.619824
16.172741,2.854402,2.952792,-0.682999,-0.644373
16.177738,2.850898,2.948851,-0.712830,-0.682344
16.182735,2.847241,2.946110,-0.744028,-0.700106
16.187733,2.843423,2.941829,-0.776445,-0.740969
16.192730,2.839445,2.938828,-0.808483,-0.772659
16.197727,2.835305,2.934124,-0.840959,-0.809245
16.202724,2.831002,2.930865,-0.873766,-0.833896
16.207722,2.826535,2.911133,-0.906475,-0.890326
16.212719,2.821903,2.907563,-0.939938,-0.921111
16.217716,2.817101,2.901954,-0.973922,-0.960164
16.222713,2.812130,2.898074,-1.007754,-0.986561
16.227711,2.806991,2.892066,-1.041199,-1.027560
16.232708,2.801684,2.887931,-1.074772,-1.057777
16.237705,2.796209,2.881491,-1.108727,-1.101450
16.242702,2.790562,2.877051,-1.143293,-1.133022
16.247700,2.784738,2.870169,-1.179290,-1.177685
16.252697,2.778732,2.865425,-1.215885,-1.203419
16.257694,2.772541,2.858118,-1.253145,-1.246691
16.262691,2.766163,2.853103,-1.290410,-1.273054
16.267689,2.759599,2.845374,-1.327967,-1.314476
16.272686,2.752846,2.840084,-1.365899,-1.344499
16.277683,2.745900,2.831933,-1.404689,-1.385602
16.282681,2.738759,2.826367,-1.444063,-1.418682
16.287678,2.731419,2.817763,-1.483971,-1.470111
16.292675,2.723878,2.811831,-1.524275,-1.504744
16.297672,2.716136,2.802702,-1.564676,-1.555256
16.302670,2.708192,2.796458,-1.604921,-1.589195
16.307667,2.700046,2.817026,-1.645483,-1.567336
16.312664,2.691694,2.810730,-1.686989,-1.602883
16.317661,2.683131,2.801019,-1.729662,-1.656971
16.322659,2.674353,2.794339,-1.772935,-1.684817
16.327656,2.665358,2.784120,-1.816544,-1.738113
16.332653,2.656142,2.777153,-1.861151,-1.765820
16.337650,2.646700,2.766461,-1.906458,-1.816854
16.342648,2.637031,2.759160,-1.952341,-1.849806
16.347645,2.627130,2.747946,-1.998433,-1.903839
16.352642,2.617000,2.740300,-2.044483,-1.933535
16.357639,2.606639,2.728586,-2.090801,-1.990142
16.362637,2.596045,2.720591,-2.137599,-2.026546
16.367634,2.585215,2.708331,-2.184755,-2.080270
16.372631,2.574149,2.699977,-2.232504,-2.117617
16.377628,2.562842,2.687161,-2.280428,-2.173262
16.382626,2.551297,2.678440,-2.328139,-2.217471
16.387623,2.539512,2.665015,-2.376279,-2.279846
16.392620,2.527485,2.655840,-2.424670,-2.317698
16.397617,2.515218,2.641821,-2.472871,-2.369879
16.402615,2.502707,2.632252,-2.521866,-2.409159
16.407612,2.489950,2.595275,-2.570674,-2.475697
16.412609,2.476952,2.585351,-2.618798,-2.512457
16.417606,2.463716,2.570161,-2.666183,-2.566664
16.422604,2.450245,2.559889,-2.712909,-2.600723
16.427601,2.436541,2.544169,-2.759204,-2.656111
16.432598,2.422606,2.533526,-2.805457,-2.696132
16.437595,2.408442,2.517230,-2.851131,-2.749475
16.442593,2.394049,2.506198,-2.896568,-2.783745
16.447590,2.379430,2.489393,-2.942055,-2.832906
16.452587,2.364583,2.478029,-2.987557,-2.869163
16.457584,2.349508,2.460704,-3.033555,-2.926949
16.462582,2.334200,2.448968,-3.080333,-2.957341
16.467579,2.318657,2.431106,-3.127348,-3.017046
16.472576,2.302879,2.419004,-3.174524,-3.051998
16.477573,2.286864,2.400558,-3.221900,-3.114817
16.482571,2.270613,2.388052,-3.269168,-3.154525
16.487568,2.254124,2.369006,-3.316979,-3.210449
16.492565,2.237395,2.356121,-3.365058,-3.252198
16.497562,2.220425,2.336503,-3.413059,-3.305593
16.502560,2.203215,2.323246,-3.461457,-3.342198
16.507557,2.185763,2.280840,-3.509799,-3.487018
16.512554,2.168068,2.266850,-3.558514,-3.533204
16.517551,2.150130,2.245540,-3.607140,-3.587759
16.522549,2.131947,2.231148,-3.656342,-3.627442
16.527546,2.113519,2.209270,-3.704954,-3.681926
16.532543,2.094849,2.194504,-3.753457,-3.722340
16.537540,2.075936,2.172067,-3.801948,-3.777798
16.542538,2.056780,2.156909,-3.850796,-3.817244
16.547535,2.037378,2.133880,-3.900186,-3.880576
16.552532,2.017730,2.118315,-3.949177,-3.922331
16.557529,1.997836,2.094654,-3.998606,-3.983432
16.562527,1.977693,2.078685,-4.048459,-4.027273
16.567524,1.957302,2.054395,-4.098180,-4.091032
16.572521,1.936662,2.037993,-4.147856,-4.134298
16.577518,1.915773,2.013081,-4.197627,-4.194733
16.582516,1.894637,1.996263,-4.246926,-4.233319
16.587513,1.873255,1.970725,-4.296161,-4.303522
