time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
6.599704,2.969000,3.012058,0.094474,0.025771
6.604704,2.969466,3.026029,0.092241,0.071116
6.609704,2.969920,3.025941,0.089829,0.077889
6.614703,2.970361,3.026393,0.087188,0.071485
6.619703,2.970788,3.026771,0.084280,0.065099
6.624702,2.971200,3.027155,0.080991,0.062086
6.629702,2.971594,3.027508,0.077304,0.054322
6.634702,2.971969,3.027819,0.073161,0.048299
6.639701,2.972321,3.028038,0.068450,0.040351
6.644701,2.972648,3.028267,0.063341,0.036206
6.649701,2.972948,3.028408,0.057818,0.031501
6.654700,2.973220,3.028575,0.051961,0.021598
6.659700,2.973462,3.028673,0.045928,0.020299
6.664700,2.973673,3.028781,0.039829,0.012335
6.669699,2.973854,3.028773,0.033717,0.002057
6.674699,2.974004,3.028768,0.027624,-0.005579
6.679698,2.974125,3.028949,0.021629,-0.004462
6.684698,2.974215,3.028904,0.015662,-0.010880
6.689698,2.974276,3.029042,0.009895,-0.010508
6.694697,2.974309,3.028969,0.004371,-0.015051
6.699697,2.974315,3.029163,-0.000837,-0.013778
6.704697,2.974296,3.014015,-0.005749,-0.018669
6.709696,2.974253,3.013971,-0.010383,-0.025862
6.714696,2.974188,3.013800,-0.014702,-0.030283
6.719696,2.974102,3.013698,-0.018706,-0.037942
6.724695,2.973997,3.013454,-0.022381,-0.043859
6.729695,2.973875,3.013275,-0.025761,-0.045340
6.734694,2.973737,3.012992,-0.028807,-0.051424
6.739694,2.973585,3.012812,-0.031563,-0.056606
6.744694,2.973419,3.012454,-0.034017,-0.063347
6.749693,2.973242,3.012196,-0.036128,-0.065156
6.754693,2.973056,3.011796,-0.037919,-0.068664
6.759693,2.972862,3.011525,-0.039395,-0.071259
6.764692,2.972662,3.011092,-0.040523,-0.074295
6.769692,2.972457,3.010789,-0.041306,-0.075614
6.774692,2.972249,3.010336,-0.041766,-0.075627
6.779691,2.972039,3.009995,-0.041913,-0.077790
6.784691,2.971830,3.009528,-0.041761,-0.078333
6.789690,2.971622,3.009249,-0.041317,-0.077401
6.794690,2.971417,3.008790,-0.040596,-0.076285
6.799690,2.971217,3.008513,-0.039578,-0.076401
6.804689,2.971023,3.007102,-0.038242,-0.085868
6.809689,2.970837,3.006752,-0.036532,-0.087166
6.814689,2.970660,3.006235,-0.034535,-0.086297
6.819688,2.970494,3.005914,-0.032287,-0.086255
6.824688,2.970340,3.005406,-0.029771,-0.082459
6.829688,2.970200,3.005081,-0.027036,-0.080715
6.834687,2.970073,3.004593,-0.024066,-0.081728
6.839687,2.969962,3.004263,-0.020910,-0.080105
6.844687,2.969867,3.003789,-0.017614,-0.079529
6.849686,2.969790,3.003476,-0.014181,-0.075655
6.854686,2.969730,3.003032,-0.010539,-0.070967
6.859685,2.969689,3.002750,-0.006746,-0.066507
6.864685,2.969667,3.002362,-0.002851,-0.061121
6.869685,2.969664,3.002123,0.001032,-0.057497
6.874684,2.969681,3.001779,0.004893,-0.056118
6.879684,2.969717,3.001560,0.008717,-0.051193
6.884684,2.969772,3.001269,0.012433,-0.045128
6.889683,2.969845,3.001127,0.016085,-0.040450
6.894683,2.969935,3.000887,0.019644,-0.037783
6.899683,2.970044,3.000765,0.023147,-0.032921
6.904682,2.970170,2.991654,0.026559,-0.024669
6.909682,2.970313,2.991531,0.029832,-0.020288
6.914681,2.970472,2.991415,0.033039,-0.018303
6.919681,2.970646,2.991317,0.036160,-0.016955
6.924681,2.970836,2.991218,0.039173,-0.015955
6.929680,2.971040,2.991133,0.042052,-0.013783
6.934680,2.971259,2.991061,0.044867,-0.009050
6.939680,2.971492,2.991035,0.047581,-0.006165
6.944679,2.971738,2.991002,0.050215,-0.003551
6.949679,2.971996,2.990988,0.052768,-0.001187
6.954679,2.972268,2.990980,0.055277,-0.000034
6.959678,2.972552,2.990980,0.057711,0.000562
6.964678,2.972847,2.990984,0.060053,0.001162
6.969677,2.973155,2.990979,0.062347,0.003040
6.974677,2.973473,2.991002,0.064580,0.004355
6.979677,2.973803,2.991012,0.066769,0.005634
6.984676,2.974143,2.991042,0.068889,0.003490
6.989676,2.974494,2.991051,0.070936,0.005925
6.994676,2.974854,2.991096,0.072874,0.009418
6.999675,2.975224,2.991156,0.074680,0.013499
7.004675,2.975602,2.978414,0.076369,-0.020595
7.009675,2.975989,2.978348,0.077915,-0.017293
7.014674,2.976383,2.978254,0.079328,-0.013786
7.019674,2.976784,2.978188,0.080685,-0.014717
7.024673,2.977191,2.978111,0.082085,-0.010389
7.029673,2.977606,2.978071,0.083584,-0.008472
7.034673,2.978029,2.978031,0.085246,-0.003789
7.039672,2.978461,2.978020,0.087144,-0.001081
7.044672,2.978903,2.978016,0.089269,0.000902
7.049672,2.979356,2.978020,0.091603,0.002898
7.054671,2.979822,2.978047,0.094155,0.007471
7.059671,2.980301,2.978077,0.096857,0.008204
7.064671,2.980793,2.978145,0.099607,0.013491
7.069670,2.981300,2.978204,0.102419,0.016023
7.074670,2.981820,2.978308,0.105283,0.019002
7.079669,2.982355,2.978380,0.108155,0.019029
7.084669,2.982905,2.978503,0.111011,0.023021
7.089669,2.983468,2.978592,0.113782,0.024337
7.094668,2.984045,2.978747,0.116528,0.028886
7.099668,2.984636,2.978869,0.119174,0.031268
7.104668,2.985240,2.985031,0.121804,0.089870
7.109667,2.985857,2.985397,0.124441,0.091648
7.114667,2.986486,2.985950,0.126908,0.094237
7.119667,2.987127,2.986321,0.129152,0.095494
7.124666,2.987779,2.986902,0.131022,0.098730
7.129666,2.988439,2.987303,0.132460,0.102123
7.134665,2.989104,2.987916,0.133356,0.103930
7.139665,2.989772,2.988337,0.133653,0.105776
7.144665,2.990439,2.988980,0.133319,0.109274
7.149664,2.991103,2.989420,0.132361,0.110382
7.154664,2.991761,2.990071,0.130789,0.106628
7.159664,2.992409,2.990491,0.128636,0.102875
7.164663,2.993044,2.991111,0.125966,0.102027
7.169663,2.993665,2.991515,0.122878,0.097981
7.174663,2.994269,2.992093,0.119460,0.093356
7.179662,2.994855,2.992453,0.115793,0.091366
7.184662,2.995423,2.992990,0.111882,0.085765
7.189662,2.995970,2.993336,0.107828,0.082081
7.194661,2.996497,2.993816,0.103702,0.076036
7.199661,2.997002,2.994123,0.099458,0.071071
7.204660,2.997486,3.016909,0.094811,0.105517
7.209660,2.997946,3.017341,0.089813,0.102044
7.214660,2.998378,3.017938,0.084237,0.094405
7.219659,2.998780,3.018353,0.077861,0.084960
7.224659,2.999149,3.018847,0.070716,0.077556
7.229659,2.999480,3.019158,0.063069,0.070848
7.234658,2.999772,3.019564,0.055225,0.059272
7.239658,3.000024,3.019799,0.047436,0.050676
7.244658,3.000238,3.020085,0.039758,0.041994
7.249657,3.000414,3.020244,0.032156,0.034211
7.254657,3.000552,3.020421,0.024469,0.021191
7.259656,3.000650,3.020511,0.016222,0.014195
7.264656,3.000705,3.020573,0.007592,0.001431
7.269656,3.000717,3.020548,-0.001233,-0.009312
7.274655,3.000683,3.020473,-0.010376,-0.019907
7.279655,3.000604,3.020367,-0.019531,-0.031676
7.284655,3.000479,3.020157,-0.028638,-0.042784
7.289654,3.000308,3.019995,-0.037716,-0.047609
7.294654,3.000093,3.019684,-0.046449,-0.058428
7.299654,2.999835,3.019444,-0.054728,-0.066062
7.304653,2.999538,3.009701,-0.062553,-0.099046
7.309653,2.999204,3.009373,-0.069662,-0.107533
7.314652,2.998836,3.008708,-0.075962,-0.117437
7.319652,2.998440,3.008264,-0.081293,-0.126083
7.324652,2.998020,3.007487,-0.085709,-0.135615
7.329651,2.997580,3.007004,-0.089124,-0.143758
7.334651,2.997127,3.006128,-0.091572,-0.148761
7.339651,2.996665,3.005501,-0.093093,-0.146352
7.344650,2.996197,3.004619,-0.093685,-0.149192
7.349650,2.995729,3.004065,-0.093332,-0.142151
7.354650,2.995266,3.003211,-0.092071,-0.141587
7.359649,2.994811,3.002756,-0.090051,-0.132726
7.364649,2.994369,3.001971,-0.087469,-0.127034
7.369648,2.993940,3.001521,-0.084399,-0.121647
7.374648,2.993528,3.000807,-0.081042,-0.114731
7.379648,2.993134,3.000399,-0.077561,-0.108192
7.384647,2.992757,2.999753,-0.073914,-0.106177
7.389647,2.992398,2.999290,-0.070220,-0.104698
7.394647,2.992059,2.998684,-0.066470,-0.094149
7.399646,2.991737,2.998009,-0.062795,-0.099567
7.404646,2.991434,2.998398,-0.059191,-0.044496
7.409646,2.991149,2.998039,-0.055632,-0.035632
7.414645,2.990882,2.997831,-0.052139,-0.032407
7.419645,2.990631,2.997835,-0.048802,-0.032491
7.424644,2.990397,2.997653,-0.045660,-0.027634
7.429644,2.990178,2.997603,-0.042694,-0.028111
7.434644,2.989973,2.997442,-0.039898,-0.022724
7.439643,2.989781,2.997357,-0.037330,-0.016670
7.444643,2.989601,2.997262,-0.034982,-0.013884
7.449643,2.989432,2.997175,-0.032807,-0.018707
7.454642,2.989275,2.997059,-0.030805,-0.019193
7.459642,2.989126,2.996861,-0.028949,-0.027303
7.464642,2.988987,2.996698,-0.027236,-0.026404
7.469641,2.988855,2.996764,-0.025644,-0.019684
7.474641,2.988732,2.996656,-0.024171,-0.017882
7.479640,2.988615,2.996457,-0.022795,-0.020142
7.484640,2.988505,2.996336,-0.021485,-0.020218
7.489640,2.988401,2.996384,-0.020250,-0.015752
7.494639,2.988304,2.996288,-0.019074,-0.015764
7.499639,2.988212,2.996347,-0.017945,-0.011101
7.504639,2.988125,2.976147,-0.016854,-0.074673
7.509638,2.988044,2.976159,-0.015772,-0.080111
7.514638,2.987969,2.975675,-0.014621,-0.082280
7.519638,2.987900,2.975194,-0.013311,-0.077876
7.524637,2.987838,2.974726,-0.011778,-0.076993
7.529637,2.987784,2.974331,-0.009970,-0.069371
7.534636,2.987741,2.973913,-0.007870,-0.068565
7.539636,2.987709,2.973578,-0.005524,-0.053620
7.544636,2.987689,2.973261,-0.002945,-0.049257
7.549635,2.987682,2.973118,-0.000095,-0.036355
7.554635,2.987691,2.972910,0.002963,-0.031322
7.559635,2.987715,2.972887,0.006088,-0.020775
7.564634,2.987755,2.972776,0.009193,-0.015428
7.569634,2.987810,2.972725,0.012190,-0.010353
7.574634,2.987880,2.972678,0.015040,-0.004717
7.579633,2.987963,2.972480,0.017735,-0.008497
7.584633,2.988060,2.972439,0.020251,-0.003277
7.589633,2.988168,2.972277,0.022605,-0.004692
7.594632,2.988288,2.972248,0.024775,-0.002221
7.599632,2.988418,2.971883,0.026764,-0.009089
7.604631,2.988557,2.970268,0.028635,-0.060323
7.609631,2.988706,2.969931,0.030392,-0.055517
7.614631,2.988863,2.969597,0.032044,-0.051780
7.619630,2.989028,2.969461,0.033628,-0.051603
7.624630,2.989200,2.969162,0.035201,-0.045370
7.629630,2.989381,2.968971,0.036843,-0.043381
7.634629,2.989571,2.968718,0.038572,-0.040660
7.639629,2.989769,2.968553,0.040392,-0.038749
7.644629,2.989977,2.968328,0.042322,-0.036509
7.649628,2.990194,2.968156,0.044377,-0.038461
7.654628,2.990422,2.967937,0.046521,-0.032866
7.659627,2.990662,2.967893,0.048738,-0.023544
7.664627,2.990912,2.967764,0.051016,-0.017804
7.669627,2.991174,2.967782,0.053343,-0.010202
7.674626,2.991448,2.967737,0.055669,-0.005387
7.679626,2.991733,2.967391,0.057986,-0.015677
7.684626,2.992030,2.967300,0.060263,-0.011753
7.689625,2.992338,2.966945,0.062489,-0.020071
7.694625,2.992657,2.966826,0.064703,-0.018895
7.699625,2.992987,2.966597,0.066924,-0.019259
7.704624,2.993329,2.990859,0.069256,0.016149
7.709624,2.993683,2.991243,0.071749,0.009073
7.714623,2.994049,2.991297,0.074360,0.009929
7.719623,2.994429,2.990679,0.077069,0.033993
7.724623,2.994823,2.990890,0.079864,0.037799
7.729622,2.995231,2.991190,0.082636,0.032891
7.734622,2.995651,2.991391,0.085217,0.035144
7.739622,2.996084,2.991534,0.087526,0.038406
7.744621,2.996528,2.991768,0.089459,0.040567
7.749621,2.996980,2.991909,0.090985,0.038130
7.754621,2.997439,2.992142,0.092113,0.038170
7.759620,2.997902,2.992444,0.092875,0.051319
7.764620,2.998367,2.992760,0.093297,0.055509
7.769619,2.998835,2.993037,0.093393,0.059875
7.774619,2.999301,2.993397,0.093188,0.061406
7.779619,2.999766,2.994076,0.092695,0.078964
7.784618,3.000227,2.994552,0.091915,0.081479
7.789618,3.000684,2.995152,0.090827,0.092031
7.794618,3.001134,2.995708,0.089392,0.092284
7.799617,3.001576,2.995731,0.087583,0.082909
7.804617,3.002007,2.989428,0.085308,0.066511
7.809617,3.002426,2.989371,0.082502,0.073654
7.814616,3.002828,2.989812,0.079177,0.074577
7.819616,3.003213,2.990011,0.075334,0.076569
7.824615,3.003577,2.990473,0.071153,0.074890
7.829615,3.003920,2.990731,0.066806,0.073290
7.834615,3.004241,2.991166,0.062395,0.072406
7.839614,3.004540,2.991408,0.057980,0.079809
7.844614,3.004817,2.991876,0.053708,0.074790
7.849614,3.005073,2.992166,0.049623,0.072727
7.854613,3.005309,2.992602,0.045718,0.073346
7.859613,3.005526,2.992723,0.042017,0.060352
7.864613,3.005725,2.993078,0.038479,0.057474
7.869612,3.005908,2.992882,0.035052,0.037077
7.874612,3.006073,2.993096,0.031747,0.033092
7.879611,3.006222,2.993242,0.028519,0.031105
7.884611,3.006355,2.993417,0.025379,0.024983
7.889611,3.006473,2.993730,0.022379,0.028349
7.894610,3.006576,2.993894,0.019512,0.023490
7.899610,3.006665,2.993384,0.016775,0.009766
7.904610,3.006740,3.006050,0.013911,0.040162
7.909609,3.006801,3.006358,0.010934,0.036001
7.914609,3.006846,3.006567,0.007955,0.033242
7.919609,3.006877,3.006722,0.005000,0.030316
7.924608,3.006894,3.006890,0.002031,0.026980
7.929608,3.006895,3.007017,-0.000978,0.021444
7.934608,3.006881,3.007134,-0.004034,0.018084
7.939607,3.006851,3.007261,-0.007245,0.008373
7.944607,3.006804,3.007293,-0.010595,0.001241
7.949606,3.006741,3.007295,-0.014047,-0.001645
7.954606,3.006660,3.007276,-0.017514,-0.006313
7.959606,3.006563,3.007237,-0.020918,-0.010599
7.964605,3.006448,3.007165,-0.024181,-0.015901
7.969605,3.006318,3.007113,-0.027346,-0.018665
7.974605,3.006172,3.006993,-0.030428,-0.023569
7.979604,3.006011,3.006877,-0.033292,-0.025716
7.984604,3.005836,3.006713,-0.035916,-0.028622
7.989604,3.005649,3.006671,-0.038307,-0.028257
7.994603,3.005451,3.006495,-0.040488,-0.031165
7.999603,3.005242,3.006394,-0.042463,-0.030596
8.004604,3.005024,3.013443,-0.044303,-0.026773
8.009606,3.004798,3.013356,-0.046098,-0.027194
8.014608,3.004562,3.013189,-0.047917,-0.031525
8.019610,3.004316,3.013046,-0.049936,-0.030936
8.024612,3.004060,3.012850,-0.052376,-0.035435
8.029614,3.003789,3.012708,-0.055606,-0.038073
8.034616,3.003498,3.012459,-0.060187,-0.048348
8.039618,3.003179,3.012265,-0.066362,-0.051976
8.044621,3.002824,3.011940,-0.074321,-0.060758
8.049623,3.002424,3.011684,-0.084123,-0.067600
8.054625,3.001968,3.011254,-0.095965,-0.082085
8.059627,3.001446,3.010896,-0.110475,-0.093683
8.064629,3.000842,3.010298,-0.128107,-0.113799
8.069631,3.000140,3.009878,-0.149271,-0.128191
8.074633,2.999320,3.009037,-0.174203,-0.163163
8.079635,2.998366,3.008371,-0.202316,-0.185613
8.084637,2.997263,3.007190,-0.232966,-0.218577
8.089639,2.996001,3.006319,-0.265556,-0.240691
8.094641,2.994569,3.004795,-0.300637,-0.285113
8.099643,2.992960,3.003522,-0.335636,-0.313162
8.104645,2.991175,2.998953,-0.371395,-0.347311
8.109647,2.989208,2.997486,-0.407885,-0.374781
8.114649,2.987062,2.995161,-0.443796,-0.417859
8.119651,2.984734,2.993407,-0.480166,-0.448177
8.124653,2.982224,2.990646,-0.516424,-0.487788
8.129655,2.979533,2.988631,-0.552622,-0.514780
8.134657,2.976662,2.985453,-0.588737,-0.559953
8.139659,2.973609,2.983200,-0.625183,-0.590192
8.144661,2.970376,2.979562,-0.660986,-0.636280
8.149663,2.966965,2.976981,-0.695919,-0.666251
8.154665,2.963383,2.972903,-0.729971,-0.708481
8.159667,2.959633,2.970033,-0.763300,-0.733265
8.164669,2.955718,2.965566,-0.796189,-0.769054
8.169671,2.951639,2.962503,-0.828504,-0.791719
8.174673,2.947400,2.957675,-0.860728,-0.829846
8.179675,2.942997,2.954375,-0.894190,-0.854265
8.184677,2.938422,2.949164,-0.928634,-0.897827
8.189679,2.933676,2.945565,-0.962889,-0.929490
8.194681,2.928760,2.939904,-0.996795,-0.973662
8.199683,2.923671,2.936025,-1.031967,-1.001958
8.204685,2.918403,2.922666,-1.068084,-1.044019
8.209687,2.912953,2.918458,-1.104925,-1.071736
8.214689,2.907315,2.911941,-1.142991,-1.116669
8.219691,2.901482,2.907440,-1.182059,-1.151285
8.224693,2.895454,2.900452,-1.221555,-1.195147
8.229695,2.889226,2.895638,-1.261576,-1.229181
8.234697,2.882797,2.888160,-1.301951,-1.282176
8.239699,2.876168,2.882999,-1.341879,-1.315388
8.244701,2.869339,2.875015,-1.381675,-1.363948
8.249703,2.862313,2.869526,-1.421074,-1.395139
8.254705,2.855090,2.861063,-1.460250,-1.443337
8.259707,2.847671,2.855249,-1.499221,-1.475513
8.264709,2.840058,2.846308,-1.538400,-1.517848
8.269711,2.832247,2.840222,-1.577887,-1.549309
8.274714,2.824240,2.830852,-1.617112,-1.590727
8.279716,2.816035,2.824451,-1.656813,-1.621215
8.284718,2.807631,2.814615,-1.696886,-1.674784
8.289720,2.799026,2.807880,-1.737002,-1.706515
8.294722,2.790221,2.797565,-1.776952,-1.748035
8.299724,2.781216,2.790543,-1.816978,-1.780458
8.304726,2.772009,2.760914,-1.858085,-1.834026
8.309728,2.762590,2.753488,-1.901141,-1.866737
8.314730,2.752952,2.742193,-1.945359,-1.911102
8.319732,2.743092,2.734500,-1.989815,-1.942262
8.324734,2.733009,2.722736,-2.034603,-1.993998
8.329736,2.722699,2.714695,-2.080165,-2.028872
8.334738,2.712160,2.702408,-2.126391,-2.085671
8.339740,2.701388,2.694027,-2.173000,-2.127232
8.344742,2.690383,2.681156,-2.219738,-2.181572
8.349744,2.679144,2.672382,-2.266661,-2.224347
8.354746,2.667670,2.658914,-2.313694,-2.281551
8.359748,2.655961,2.649737,-2.360317,-2.324736
8.364750,2.644018,2.635665,-2.407715,-2.384390
8.369752,2.631836,2.626072,-2.455205,-2.421447
8.374754,2.619417,2.611433,-2.502795,-2.477895
8.379756,2.606762,2.601506,-2.549793,-2.515363
8.384758,2.593873,2.586289,-2.596399,-2.572719
8.389760,2.580752,2.575965,-2.642712,-2.609736
8.394762,2.567400,2.560195,-2.688891,-2.660692
8.399764,2.553816,2.549541,-2.735534,-2.693121
8.404766,2.539993,2.561499,-2.784487,-2.717077
8.409768,2.525919,2.550585,-2.835108,-2.760417
8.414770,2.511589,2.533896,-2.886583,-2.820622
8.419772,2.497000,2.522494,-2.938537,-2.857233
8.424774,2.482151,2.505236,-2.990828,-2.919062
8.429776,2.467040,2.493519,-3.043153,-2.960590
8.434778,2.451666,2.475639,-3.095773,-3.020323
8.439780,2.436030,2.463521,-3.147847,-3.060363
8.444782,2.420137,2.445020,-3.198953,-3.124712
8.449784,2.403990,2.432491,-3.249875,-3.158813
8.454786,2.387587,2.413415,-3.301010,-3.219178
8.459788,2.370929,2.400526,-3.351843,-3.255915
8.464790,2.354018,2.380870,-3.402530,-3.311598
8.469792,2.336854,2.367539,-3.452731,-3.355854
8.474794,2.319441,2.347281,-3.502632,-3.411564
8.479796,2.301779,2.333582,-3.552293,-3.450550
8.484798,2.283868,2.312750,-3.602011,-3.513071
8.489800,2.265709,2.298661,-3.651522,-3.553940
8.494802,2.247303,2.277229,-3.701053,-3.612831
8.499804,2.228649,2.262700,-3.750905,-3.657607
8.504807,2.209744,2.242804,-3.801089,-3.724703
8.509809,2.190586,2.227859,-3.852132,-3.765337
8.514811,2.171170,2.205152,-3.903903,-3.827301
8.519813,2.151495,2.189787,-3.955873,-3.875207
8.524815,2.131559,2.166428,-4.008048,-3.937219
8.529817,2.111362,2.150627,-4.060101,-3.982554
8.534819,2.090907,2.126629,-4.111537,-4.038264
8.539821,2.070197,2.110439,-4.162436,-4.074309
8.544823,2.049233,2.085878,-4.212828,-4.131636
8.549825,2.028019,2.069305,-4.262567,-4.174176
8.554827,2.006558,2.044158,-4.312055,-4.227259
8.559829,1.984851,2.027210,-4.360942,-4.268313
8.564831,1.962900,2.001480,-4.409716,-4.321144
8.569833,1.940705,1.984152,-4.458425,-4.363525
8.574835,1.918267,1.957852,-4.507317,-4.422883
8.579837,1.895583,1.940121,-4.556689,-4.466839
8.584839,1.872649,1.913197,-4.606788,-4.527133
8.589841,1.849467,1.895056,-4.655838,-4.565889
8.594843,1.826042,1.867540,-4.704187,-4.624583
8.599845,1.802383,1.849001,-4.750104,-4.660033
8.604847,1.778499,1.816683,-4.794146,-4.700253
8.609849,1.754400,1.797859,-4.836554,-4.732758
8.614851,1.730095,1.769364,-4.877209,-4.781331
8.619853,1.705592,1.750209,-4.915956,-4.814085
8.624855,1.680901,1.721233,-4.952919,-4.858475
8.629857,1.656033,1.701782,-4.987007,-4.888366
8.634859,1.631004,1.672348,-5.017744,-4.937060
8.639861,1.605831,1.652575,-5.045465,-4.959318
8.644863,1.580528,1.622760,-5.070557,-4.987467
8.649865,1.555106,1.602785,-5.093280,-5.010450
8.654867,1.529577,1.572661,-5.113581,-5.041533
8.659869,1.503955,1.552477,-5.131436,-5.057582
8.664871,1.478250,1.522094,-5.147280,-5.075246
8.669873,1.452470,1.501776,-5.161521,-5.088917
8.674875,1.426624,1.471205,-5.174114,-5.104784
8.679877,1.400720,1.450804,-5.184948,-5.111035
8.684879,1.374767,1.420112,-5.194219,-5.122335
8.689881,1.348772,1.399604,-5.202025,-5.127797
8.694883,1.322742,1.368814,-5.208380,-5.137284
8.699885,1.296685,1.348296,-5.213459,-5.140679
8.704887,1.270605,1.300834,-5.217303,-5.173418
8.709889,1.244511,1.280135,-5.219956,-5.174065
8.714891,1.218406,1.249086,-5.221432,-5.176974
8.719893,1.192297,1.228397,-5.221756,-5.178350
8.724895,1.166190,1.197329,-5.221021,-5.177303
8.729897,1.140090,1.176591,-5.219242,-5.174531
8.734900,1.114002,1.145552,-5.216514,-5.170518
8.739902,1.087930,1.124865,-5.212945,-5.167893
8.744904,1.061878,1.093874,-5.208568,-5.161617
8.749906,1.035850,1.073234,-5.203415,-5.158579
8.754908,1.009850,1.042302,-5.197748,-5.148705
8.759910,0.983880,1.021722,-5.191602,-5.142096
8.764912,0.957941,0.990887,-5.185044,-5.132252
8.769914,0.932036,0.970333,-5.178138,-5.129907
8.774916,0.906167,0.939572,-5.171024,-5.121264
8.779918,0.880333,0.919071,-5.163798,-5.116835
8.784920,0.854537,0.888382,-5.156425,-5.111238
8.789922,0.828777,0.867951,-5.148933,-5.105486
8.794924,0.803055,0.837344,-5.141412,-5.092540
8.799926,0.777370,0.816918,-5.133817,-5.090891
8.804928,0.751725,0.782554,-5.125849,-5.116124
8.809930,0.726121,0.762088,-5.117517,-5.110640
8.814932,0.700558,0.731439,-5.109104,-5.101924
8.819934,0.675038,0.711062,-5.100608,-5.095915
8.824936,0.649561,0.680500,-5.092006,-5.087536
8.829938,0.624127,0.660157,-5.083398,-5.080435
8.834940,0.598735,0.629699,-5.074855,-5.069733
8.839942,0.573387,0.609428,-5.066387,-5.063983
8.844944,0.548080,0.579066,-5.057960,-5.051807
8.849946,0.522815,0.558865,-5.049830,-5.044948
8.854948,0.497590,0.528618,-5.041853,-5.034501
8.859950,0.472403,0.508489,-5.034262,-5.026688
8.864952,0.447253,0.478346,-5.027224,-5.016449
8.869954,0.422137,0.458283,-5.020618,-5.013012
8.874956,0.397053,0.428227,-5.014400,-5.004565
8.879958,0.371998,0.408221,-5.008656,-4.997308
8.884960,0.346971,0.378252,-5.003439,-4.990319
8.889962,0.321968,0.358304,-4.998634,-4.986728
8.894964,0.296988,0.328400,-4.994209,-4.979306
8.899966,0.272030,0.308498,-4.990198,-4.976472
8.904968,0.247090,0.281426,-4.986362,-5.004253
8.909970,0.222169,0.261423,-4.982688,-5.002053
8.914972,0.197266,0.231420,-4.979288,-4.996739
8.919974,0.172379,0.211439,-4.976196,-4.992682
8.924976,0.147507,0.181496,-4.973489,-4.988427
8.929978,0.122647,0.161535,-4.971068,-4.986338
8.934980,0.097798,0.131617,-4.968879,-4.984022
8.939982,0.072960,0.111684,-4.966861,-4.981653
8.944984,0.048131,0.081796,-4.965023,-4.980484
8.949986,0.023311,0.061880,-4.963339,-4.977398
8.954988,-0.001501,0.032021,-4.961833,-4.975820
8.959991,-0.026307,0.012123,-4.960561,-4.973099
8.964993,-0.051106,-0.017716,-4.959536,-4.974050
8.969995,-0.075901,-0.037593,-4.958774,-4.971891
8.974997,-0.100694,-0.067417,-4.958259,-4.969049
8.979999,-0.125484,-0.087287,-4.957962,-4.967233
8.985001,-0.150273,-0.117084,-4.957852,-4.965858
8.990003,-0.175063,-0.136961,-4.957910,-4.965428
8.995005,-0.199853,-0.166755,-4.958141,-4.965508
9.000007,-0.224645,-0.186659,-4.958541,-4.966821
9.005009,-0.249439,-0.222467,-4.959134,-4.989012
9.010011,-0.274237,-0.242503,-4.959939,-4.987058
9.015013,-0.299040,-0.272436,-4.960917,-4.988929
9.020015,-0.323848,-0.292404,-4.961965,-4.986159
9.025017,-0.348661,-0.322333,-4.963046,-4.990533
9.030019,-0.373479,-0.342290,-4.964130,-4.992040
9.035021,-0.398303,-0.372240,-4.965175,-4.991801
9.040023,-0.423132,-0.392227,-4.966169,-4.994164
9.045025,-0.447965,-0.422197,-4.967080,-4.997532
9.050027,-0.472803,-0.442184,-4.967854,-4.996843
9.055029,-0.497644,-0.472162,-4.968493,-4.997264
9.060031,-0.522488,-0.492154,-4.968971,-4.996179
9.065033,-0.547334,-0.522126,-4.969290,-4.996376
9.070035,-0.572181,-0.542106,-4.969445,-4.997333
9.075037,-0.597029,-0.572082,-4.969453,-4.997206
9.080039,-0.621876,-0.592067,-4.969343,-4.996888
9.085041,-0.646722,-0.622043,-4.969144,-4.996400
9.090043,-0.671567,-0.642031,-4.968879,-4.994943
9.095045,-0.696410,-0.671998,-4.968580,-4.993686
9.100047,-0.721252,-0.691968,-4.968269,-4.994465
9.105049,-0.746093,-0.728057,-4.967969,-5.019480
9.110051,-0.770932,-0.748183,-4.967692,-5.021069
9.115053,-0.795770,-0.778307,-4.967455,-5.020017
9.120055,-0.820606,-0.798375,-4.967240,-5.019629
9.125057,-0.845442,-0.828497,-4.967010,-5.020728
9.130059,-0.870276,-0.848554,-4.966728,-5.023095
9.135061,-0.895109,-0.878685,-4.966347,-5.018862
9.140063,-0.919939,-0.898744,-4.965838,-5.019262
9.145065,-0.944766,-0.928859,-4.965199,-5.017228
9.150067,-0.969590,-0.948926,-4.964428,-5.016908
9.155069,-0.994409,-0.979020,-4.963534,-5.016222
9.160071,-1.019224,-0.999082,-4.962550,-5.014789
9.165073,-1.044034,-1.029172,-4.961496,-5.014811
9.170075,-1.068838,-1.049240,-4.960386,-5.015993
9.175077,-1.093637,-1.079341,-4.959229,-5.016304
9.180079,-1.118429,-1.099422,-4.958046,-5.014909
9.185081,-1.143216,-1.129504,-4.956830,-5.012187
9.190084,-1.167996,-1.149566,-4.955550,-5.013446
9.195086,-1.192770,-1.179640,-4.954226,-5.008546
9.200088,-1.217537,-1.199677,-4.952887,-5.008804
9.205090,-1.242297,-1.214687,-4.951478,-4.956986
9.210092,-1.267050,-1.234491,-4.949971,-4.955517
9.215094,-1.291795,-1.264215,-4.948414,-4.951314
