1.420,1.185,-0.581,-1.407,-1.444,-0.469,-0.722
1.440,1.156,-0.589,-1.422,-1.502,-0.353,-0.751
1.460,1.125,-0.595,-1.437,-1.558,-0.236,-0.779
1.480,1.093,-0.599,-1.453,-1.613,-0.118,-0.806
1.500,1.061,-0.600,-1.470,-1.666,0.000,-0.833
1.520,1.027,-0.599,-1.487,-1.718,0.118,-0.859
1.540,0.992,-0.595,-1.504,-1.767,0.236,-0.884
1.560,0.956,-0.589,-1.522,-1.815,0.353,-0.908
1.580,0.919,-0.581,-1.540,-1.862,0.469,-0.931
1.600,0.882,-0.571,-1.559,-1.906,0.582,-0.953
1.620,0.843,-0.558,-1.578,-1.949,0.694,-0.974
1.640,0.804,-0.543,-1.598,-1.989,0.803,-0.995
1.660,0.764,-0.526,-1.618,-2.028,0.908,-1.014
1.680,0.723,-0.507,-1.639,-2.065,1.010,-1.032
1.700,0.681,-0.485,-1.660,-2.099,1.108,-1.050
1.720,0.639,-0.462,-1.681,-2.132,1.202,-1.066
1.740,0.596,-0.437,-1.702,-2.162,1.290,-1.081
1.760,0.552,-0.411,-1.724,-2.191,1.374,-1.095
1.780,0.508,-0.382,-1.746,-2.217,1.452,-1.108
1.800,0.464,-0.353,-1.768,-2.241,1.525,-1.120
1.820,0.418,-0.321,-1.791,-2.263,1.592,-1.131
1.840,0.373,-0.289,-1.813,-2.282,1.652,-1.141
1.860,0.327,-0.255,-1.836,-2.299,1.706,-1.150
1.880,0.281,-0.221,-1.859,-2.314,1.753,-1.157
1.900,0.235,-0.185,-1.883,-2.327,1.793,-1.164
1.920,0.188,-0.149,-1.906,-2.338,1.826,-1.169
1.940,0.141,-0.112,-1.929,-2.346,1.852,-1.173
1.960,0.094,-0.075,-1.953,-2.352,1.870,-1.176
1.980,0.047,-0.038,-1.976,-2.355,1.881,-1.178
2.000,-0.000,0.000,-2.000,-2.356,1.885,-1.178
2.020,-0.047,0.038,-2.024,-2.355,1.881,-1.178
2.040,-0.094,0.075,-2.047,-2.352,1.870,-1.176
2.060,-0.141,0.112,-2.071,-2.346,1.852,-1.173
2.080,-0.188,0.149,-2.094,-2.338,1.826,-1.169
2.100,-0.235,0.185,-2.117,-2.327,1.793,-1.164
2.120,-0.281,0.221,-2.141,-2.314,1.753,-1.157
2.140,-0.327,0.255,-2.164,-2.299,1.706,-1.150
2.160,-0.373,0.289,-2.187,-2.282,1.652,-1.141
2.180,-0.418,0.321,-2.209,-2.263,1.592,-1.131
2.200,-0.464,0.353,-2.232,-2.241,1.525,-1.120
2.220,-0.508,0.382,-2.254,-2.217,1.452,-1.108
2.240,-0.552,0.411,-2.276,-2.191,1.374,-1.095
2.260,-0.596,0.437,-2.298,-2.162,1.290,-1.081
2.280,-0.639,0.462,-2.319,-2.132,1.202,-1.066
2.300,-0.681,0.485,-2.340,-2.099,1.108,-1.050
2.320,-0.723,0.507,-2.361,-2.065,1.010,-1.032
2.340,-0.764,0.526,-2.382,-2.028,0.908,-1.014
2.360,-0.804,0.543,-2.402,-1.989,0.803,-0.995
2.380,-0.843,0.558,-2.422,-1.949,0.694,-0.974
2.400,-0.882,0.571,-2.441,-1.906,0.582,-0.953
2.420,-0.919,0.581,-2.460,-1.862,0.469,-0.931
2.440,-0.956,0.589,-2.478,-1.815,0.353,-0.908
2.460,-0.992,0.595,-2.496,-1.767,0.236,-0.884
2.480,-1.027,0.599,-2.513,-1.718,0.118,-0.859
2.500,-1.061,0.600,-2.530,-1.666,-0.000,-0.833
2.520,-1.093,0.599,-2.547,-1.613,-0.118,-0.806
2.540,-1.125,0.595,-2.563,-1.558,-0.236,-0.779
2.560,-1.156,0.589,-2.578,-1.502,-0.353,-0.751
2.580,-1.185,0.581,-2.593,-1.444,-0.469,-0.722
2.600,-1.214,0.571,-2.607,-1.385,-0.582,-0.692
2.620,-1.241,0.558,-2.620,-1.324,-0.694,-0.662
2.640,-1.266,0.543,-2.633,-1.263,-0.803,-0.631
2.660,-1.291,0.526,-2.646,-1.199,-0.908,-0.600
2.680,-1.314,0.507,-2.657,-1.135,-1.010,-0.568
2.700,-1.337,0.485,-2.668,-1.070,-1.108,-0.535
2.720,-1.357,0.462,-2.679,-1.003,-1.202,-0.502
2.740,-1.377,0.437,-2.688,-0.936,-1.290,-0.468
2.760,-1.395,0.411,-2.697,-0.867,-1.374,-0.434
2.780,-1.411,0.382,-2.706,-0.798,-1.452,-0.399
2.800,-1.427,0.353,-2.713,-0.728,-1.525,-0.364
2.820,-1.440,0.321,-2.720,-0.657,-1.592,-0.329
2.840,-1.453,0.289,-2.726,-0.586,-1.652,-0.293
2.860,-1.464,0.255,-2.732,-0.514,-1.706,-0.257
2.880,-1.473,0.221,-2.737,-0.442,-1.753,-0.221
2.900,-1.482,0.185,-2.741,-0.369,-1.793,-0.184
2.920,-1.488,0.149,-2.744,-0.295,-1.826,-0.148
2.940,-1.493,0.112,-2.747,-0.222,-1.852,-0.111
2.960,-1.497,0.075,-2.749,-0.148,-1.870,-0.074
2.980,-1.499,0.038,-2.750,-0.074,-1.881,-0.037
3.000,-1.500,-0.000,-2.750,0.000,-1.885,0.000
3.020,-1.499,-0.038,-2.750,0.074,-1.881,0.037
3.040,-1.497,-0.075,-2.749,0.148,-1.870,0.074
3.060,-1.493,-0.112,-2.747,0.222,-1.852,0.111
3.080,-1.488,-0.149,-2.744,0.295,-1.826,0.148
3.100,-1.482,-0.185,-2.741,0.369,-1.793,0.184
3.120,-1.473,-0.221,-2.737,0.442,-1.753,0.221
3.140,-1.464,-0.255,-2.732,0.514,-1.706,0.257
3.160,-1.453,-0.289,-2.726,0.586,-1.652,0.293
3.180,-1.440,-0.321,-2.720,0.657,-1.592,0.329
3.200,-1.427,-0.353,-2.713,0.728,-1.525,0.364
3.220,-1.411,-0.382,-2.706,0.798,-1.452,0.399
3.240,-1.395,-0.411,-2.697,0.867,-1.374,0.434
3.260,-1.377,-0.437,-2.688,0.936,-1.290,0.468
3.280,-1.357,-0.462,-2.679,1.003,-1.202,0.502
3.300,-1.337,-0.485,-2.668,1.070,-1.108,0.535
3.320,-1.314,-0.507,-2.657,1.135,-1.010,0.568
3.340,-1.291,-0.526,-2.646,1.199,-0.908,0.600
3.360,-1.266,-0.543,-2.633,1.263,-0.803,0.631
3.380,-1.241,-0.558,-2.620,1.324,-0.694,0.662
3.400,-1.214,-0.571,-2.607,1.385,-0.582,0.692
3.420,-1.185,-0.581,-2.593,1.444,-0.469,0.722
3.440,-1.156,-0.589,-2.578,1.502,-0.353,0.751
3.460,-1.125,-0.595,-2.563,1.558,-0.236,0.779
3.480,-1.093,-0.599,-2.547,1.613,-0.118,0.806
3.500,-1.061,-0.600,-2.530,1.666,0.000,0.833
3.520,-1.027,-0.599,-2.513,1.718,0.118,0.859
3.540,-0.992,-0.595,-2.496,1.767,0.236,0.884
3.560,-0.956,-0.589,-2.478,1.815,0.353,0.908
3.580,-0.919,-0.581,-2.460,1.862,0.469,0.931
3.600,-0.882,-0.571,-2.441,1.906,0.582,0.953
3.620,-0.843,-0.558,-2.422,1.949,0.694,0.974
3.640,-0.804,-0.543,-2.402,1.989,0.803,0.995
3.660,-0.764,-0.526,-2.382,2.028,0.908,1.014
3.680,-0.723,-0.507,-2.361,2.065,1.010,1.032
3.700,-0.681,-0.485,-2.340,2.099,1.108,1.050
3.720,-0.639,-0.462,-2.319,2.132,1.202,1.066
3.740,-0.596,-0.437,-2.298,2.162,1.290,1.081
3.760,-0.552,-0.411,-2.276,2.191,1.374,1.095
3.780,-0.508,-0.382,-2.254,2.217,1.452,1.108
3.800,-0.464,-0.353,-2.232,2.241,1.525,1.120
3.820,-0.418,-0.321,-2.209,2.263,1.592,1.131
3.840,-0.373,-0.289,-2.187,2.282,1.652,1.141
3.860,-0.327,-0.255,-2.164,2.299,1.706,1.150
3.880,-0.281,-0.221,-2.141,2.314,1.753,1.157
3.900,-0.235,-0.185,-2.117,2.327,1.793,1.164
3.920,-0.188,-0.149,-2.094,2.338,1.826,1.169
3.940,-0.141,-0.112,-2.071,2.346,1.852,1.173
3.960,-0.094,-0.075,-2.047,2.352,1.870,1.176
3.980,-0.047,-0.038,-2.024,2.355,1.881,1.178
4.000,0.000,0.000,-2.000,2.356,1.885,1.178
4.020,0.047,0.038,-1.976,2.355,1.881,1.178
4.040,0.094,0.075,-1.953,2.352,1.870,1.176
4.060,0.141,0.112,-1.929,2.346,1.852,1.173
4.080,0.188,0.149,-1.906,2.338,1.826,1.169
4.100,0.235,0.185,-1.883,2.327,1.793,1.164
4.120,0.281,0.221,-1.859,2.314,1.753,1.157
4.140,0.327,0.255,-1.836,2.299,1.706,1.150
4.160,0.373,0.289,-1.813,2.282,1.652,1.141
4.180,0.418,0.321,-1.791,2.263,1.592,1.131
4.200,0.464,0.353,-1.768,2.241,1.525,1.120
4.220,0.508,0.382,-1.746,2.217,1.452,1.108
4.240,0.552,0.411,-1.724,2.191,1.374,1.095
4.260,0.596,0.437,-1.702,2.162,1.290,1.081
4.280,0.639,0.462,-1.681,2.132,1.202,1.066
4.300,0.681,0.485,-1.660,2.099,1.108,1.050
4.320,0.723,0.507,-1.639,2.065,1.010,1.032
4.340,0.764,0.526,-1.618,2.028,0.908,1.014
4.360,0.804,0.543,-1.598,1.989,0.803,0.995
4.380,0.843,0.558,-1.578,1.949,0.694,0.974
4.400,0.882,0.571,-1.559,1.906,0.582,0.953
4.420,0.919,0.581,-1.540,1.862,0.469,0.931
4.440,0.956,0.589,-1.522,1.815,0.353,0.908
4.460,0.992,0.595,-1.504,1.767,0.236,0.884
4.480,1.027,0.599,-1.487,1.718,0.118,0.859
4.500,1.061,0.600,-1.470,1.666,0.000,0.833
4.520,1.093,0.599,-1.453,1.613,-0.118,0.806
4.540,1.125,0.595,-1.437,1.558,-0.236,0.779
4.560,1.156,0.589,-1.422,1.502,-0.353,0.751
4.580,1.185,0.581,-1.407,1.444,-0.469,0.722
4.600,1.214,0.571,-1.393,1.385,-0.582,0.692
4.620,1.241,0.558,-1.380,1.324,-0.694,0.662
4.640,1.266,0.543,-1.367,1.263,-0.803,0.631
4.660,1.291,0.526,-1.354,1.199,-0.908,0.600
4.680,1.314,0.507,-1.343,1.135,-1.010,0.568
4.700,1.337,0.485,-1.332,1.070,-1.108,0.535
4.720,1.357,0.462,-1.321,1.003,-1.202,0.502
4.740,1.377,0.437,-1.312,0.936,-1.290,0.468
4.760,1.395,0.411,-1.303,0.867,-1.374,0.434
4.780,1.411,0.382,-1.294,0.798,-1.452,0.399
4.800,1.427,0.353,-1.287,0.728,-1.525,0.364
4.820,1.440,0.321,-1.280,0.657,-1.592,0.329
4.840,1.453,0.289,-1.274,0.586,-1.652,0.293
4.860,1.464,0.255,-1.268,0.514,-1.706,0.257
4.880,1.473,0.221,-1.263,0.442,-1.753,0.221
4.900,1.482,0.185,-1.259,0.369,-1.793,0.184
4.920,1.488,0.149,-1.256,0.295,-1.826,0.148
4.940,1.493,0.112,-1.253,0.222,-1.852,0.111
4.960,1.497,0.075,-1.251,0.148,-1.870,0.074
4.980,1.499,0.038,-1.250,0.074,-1.881,0.037
5.000,1.500,0.000,-1.250,0.000,-1.885,0.000
5.020,1.499,-0.038,-1.250,-0.074,-1.881,-0.037
5.040,1.497,-0.075,-1.251,-0.148,-1.870,-0.074
5.060,1.493,-0.112,-1.253,-0.222,-1.852,-0.111
5.080,1.488,-0.149,-1.256,-0.295,-1.826,-0.148
5.100,1.482,-0.185,-1.259,-0.369,-1.793,-0.184
5.120,1.473,-0.221,-1.263,-0.442,-1.753,-0.221
5.140,1.464,-0.255,-1.268,-0.514,-1.706,-0.257
5.160,1.453,-0.289,-1.274,-0.586,-1.652,-0.293
5.180,1.440,-0.321,-1.280,-0.657,-1.592,-0.329
5.200,1.427,-0.353,-1.287,-0.728,-1.525,-0.364
5.220,1.411,-0.382,-1.294,-0.798,-1.452,-0.399
5.240,1.395,-0.411,-1.303,-0.867,-1.374,-0.434
5.260,1.377,-0.437,-1.312,-0.936,-1.290,-0.468
5.280,1.357,-0.462,-1.321,-1.003,-1.202,-0.502
5.300,1.337,-0.485,-1.332,-1.070,-1.108,-0.535
5.320,1.314,-0.507,-1.343,-1.135,-1.010,-0.568
5.340,1.291,-0.526,-1.354,-1.199,-0.908,-0.600
5.360,1.266,-0.543,-1.367,-1.263,-0.803,-0.631
5.380,1.241,-0.558,-1.380,-1.324,-0.694,-0.662
5.400,1.214,-0.571,-1.393,-1.385,-0.582,-0.692
5.420,1.185,-0.581,-1.407,-1.444,-0.469,-0.722
5.440,1.156,-0.589,-1.422,-1.502,-0.353,-0.751
5.460,1.125,-0.595,-1.437,-1.558,-0.236,-0.779
5.480,1.093,-0.599,-1.453,-1.613,-0.118,-0.806
5.500,1.061,-0.600,-1.470,-1.666,-0.000,-0.833
5.520,1.027,-0.599,-1.487,-1.718,0.118,-0.859
5.540,0.992,-0.595,-1.504,-1.767,0.236,-0.884
5.560,0.956,-0.589,-1.522,-1.815,0.353,-0.908
5.580,0.919,-0.581,-1.540,-1.862,0.469,-0.931
5.600,0.882,-0.571,-1.559,-1.906,0.582,-0.953
5.620,0.843,-0.558,-1.578,-1.949,0.694,-0.974
5.640,0.804,-0.543,-1.598,-1.989,0.803,-0.995
5.660,0.764,-0.526,-1.618,-2.028,0.908,-1.014
5.680,0.723,-0.507,-1.639,-2.065,1.010,-1.032
5.700,0.681,-0.485,-1.660,-2.099,1.108,-1.050
5.720,0.639,-0.462,-1.681,-2.132,1.202,-1.066
5.740,0.596,-0.437,-1.702,-2.162,1.290,-1.081
5.760,0.552,-0.411,-1.724,-2.191,1.374,-1.095
5.780,0.508,-0.382,-1.746,-2.217,1.452,-1.108
5.800,0.464,-0.353,-1.768,-2.241,1.525,-1.120
5.820,0.418,-0.321,-1.791,-2.263,1.592,-1.131
5.840,0.373,-0.289,-1.813,-2.282,1.652,-1.141
5.860,0.327,-0.255,-1.836,-2.299,1.706,-1.150
5.880,0.281,-0.221,-1.859,-2.314,1.753,-1.157
5.900,0.235,-0.185,-1.883,-2.327,1.793,-1.164
5.920,0.188,-0.149,-1.906,-2.338,1.826,-1.169
5.940,0.141,-0.112,-1.929,-2.346,1.852,-1.173
5.960,0.094,-0.075,-1.953,-2.352,1.870,-1.176
5.980,0.047,-0.038,-1.976,-2.355,1.881,-1.178
6.000,0.000,-0.000,-2.000,-2.356,1.885,-1.178
6.020,-0.047,0.038,-2.024,-2.355,1.881,-1.178
6.040,-0.094,0.075,-2.047,-2.352,1.870,-1.176
6.060,-0.141,0.112,-2.071,-2.346,1.852,-1.173
6.080,-0.188,0.149,-2.094,-2.338,1.826,-1.169
6.100,-0.235,0.185,-2.117,-2.327,1.793,-1.164
6.120,-0.281,0.221,-2.141,-2.314,1.753,-1.157
6.140,-0.327,0.255,-2.164,-2.299,1.706,-1.150
6.160,-0.373,0.289,-2.187,-2.282,1.652,-1.141
6.180,-0.418,0.321,-2.209,-2.263,1.592,-1.131
6.200,-0.464,0.353,-2.232,-2.241,1.525,-1.120
6.220,-0.508,0.382,-2.254,-2.217,1.452,-1.108
6.240,-0.552,0.411,-2.276,-2.191,1.374,-1.095
6.260,-0.596,0.437,-2.298,-2.162,1.290,-1.081
6.280,-0.639,0.462,-2.319,-2.132,1.202,-1.066
6.300,-0.681,0.485,-2.340,-2.099,1.108,-1.050
6.320,-0.723,0.507,-2.361,-2.065,1.010,-1.032
6.340,-0.764,0.526,-2.382,-2.028,0.908,-1.014
6.360,-0.804,0.543,-2.402,-1.989,0.803,-0.995
6.380,-0.843,0.558,-2.422,-1.949,0.694,-0.974
6.400,-0.882,0.571,-2.441,-1.906,0.582,-0.953
6.420,-0.919,0.581,-2.460,-1.862,0.469,-0.931
6.440,-0.956,0.589,-2.478,-1.815,0.353,-0.908
6.460,-0.992,0.595,-2.496,-1.767,0.236,-0.884
6.480,-1.027,0.599,-2.513,-1.718,0.118,-0.859
6.500,-1.061,0.600,-2.530,-1.666,0.000,-0.833
6.520,-1.093,0.599,-2.547,-1.613,-0.118,-0.806
6.540,-1.125,0.595,-2.563,-1.558,-0.236,-0.779
6.560,-1.156,0.589,-2.578,-1.502,-0.353,-0.751
6.580,-1.185,0.581,-2.593,-1.444,-0.469,-0.722
6.600,-1.214,0.571,-2.607,-1.385,-0.582,-0.692
6.620,-1.241,0.558,-2.620,-1.324,-0.694,-0.662
6.640,-1.266,0.543,-2.633,-1.263,-0.803,-0.631
6.660,-1.291,0.526,-2.646,-1.199,-0.908,-0.600
6.680,-1.314,0.507,-2.657,-1.135,-1.010,-0.568
6.700,-1.337,0.485,-2.668,-1.070,-1.108,-0.535
6.720,-1.357,0.462,-2.679,-1.003,-1.202,-0.502
6.740,-1.377,0.437,-2.688,-0.936,-1.290,-0.468
6.760,-1.395,0.411,-2.697,-0.867,-1.374,-0.434
6.780,-1.411,0.382,-2.706,-0.798,-1.452,-0.399
6.800,-1.427,0.353,-2.713,-0.728,-1.525,-0.364
6.820,-1.440,0.321,-2.720,-0.657,-1.592,-0.329
6.840,-1.453,0.289,-2.726,-0.586,-1.652,-0.293
6.860,-1.464,0.255,-2.732,-0.514,-1.706,-0.257
6.880,-1.473,0.221,-2.737,-0.442,-1.753,-0.221
6.900,-1.482,0.185,-2.741,-0.369,-1.793,-0.184
6.920,-1.488,0.149,-2.744,-0.295,-1.826,-0.148
6.940,-1.493,0.112,-2.747,-0.222,-1.852,-0.111
6.960,-1.497,0.075,-2.749,-0.148,-1.870,-0.074
6.980,-1.499,0.038,-2.750,-0.074,-1.881,-0.037
7.000,-1.500,0.000,-2.750,-0.000,-1.885,-0.000
7.020,-1.499,-0.038,-2.750,0.074,-1.881,0.037
7.040,-1.497,-0.075,-2.749,0.148,-1.870,0.074
7.060,-1.493,-0.112,-2.747,0.222,-1.852,0.111
7.080,-1.488,-0.149,-2.744,0.295,-1.826,0.148
7.100,-1.482,-0.185,-2.741,0.369,-1.793,0.184
7.120,-1.473,-0.221,-2.737,0.442,-1.753,0.221
7.140,-1.464,-0.255,-2.732,0.514,-1.706,0.257
7.160,-1.453,-0.289,-2.726,0.586,-1.652,0.293
7.180,-1.440,-0.321,-2.720,0.657,-1.592,0.329
7.200,-1.427,-0.353,-2.713,0.728,-1.525,0.364
7.220,-1.411,-0.382,-2.706,0.798,-1.452,0.399
7.240,-1.395,-0.411,-2.697,0.867,-1.374,0.434
7.260,-1.377,-0.437,-2.688,0.936,-1.290,0.468
7.280,-1.357,-0.462,-2.679,1.003,-1.202,0.502
7.300,-1.337,-0.485,-2.668,1.070,-1.108,0.535
7.320,-1.314,-0.507,-2.657,1.135,-1.010,0.568
7.340,-1.291,-0.526,-2.646,1.199,-0.908,0.600
7.360,-1.266,-0.543,-2.633,1.263,-0.803,0.631
7.380,-1.241,-0.558,-2.620,1.324,-0.694,0.662
7.400,-1.214,-0.571,-2.607,1.385,-0.582,0.692
7.420,-1.185,-0.581,-2.593,1.444,-0.469,0.722
7.440,-1.156,-0.589,-2.578,1.502,-0.353,0.751
7.460,-1.125,-0.595,-2.563,1.558,-0.236,0.779
7.480,-1.093,-0.599,-2.547,1.613,-0.118,0.806
7.500,-1.061,-0.600,-2.530,1.666,-0.000,0.833
7.520,-1.027,-0.599,-2.513,1.718,0.118,0.859
7.540,-0.992,-0.595,-2.496,1.767,0.236,0.884
7.560,-0.956,-0.589,-2.478,1.815,0.353,0.908
7.580,-0.919,-0.581,-2.460,1.862,0.469,0.931
7.600,-0.882,-0.571,-2.441,1.906,0.582,0.953
7.620,-0.843,-0.558,-2.422,1.949,0.694,0.974
7.640,-0.804,-0.543,-2.402,1.989,0.803,0.995
7.660,-0.764,-0.526,-2.382,2.028,0.908,1.014
7.680,-0.723,-0.507,-2.361,2.065,1.010,1.032
7.700,-0.681,-0.485,-2.340,2.099,1.108,1.050
7.720,-0.639,-0.462,-2.319,2.132,1.202,1.066
7.740,-0.596,-0.437,-2.298,2.162,1.290,1.081
7.760,-0.552,-0.411,-2.276,2.191,1.374,1.095
7.780,-0.508,-0.382,-2.254,2.217,1.452,1.108
7.800,-0.464,-0.353,-2.232,2.241,1.525,1.120
7.820,-0.418,-0.321,-2.209,2.263,1.592,1.131
7.840,-0.373,-0.289,-2.187,2.282,1.652,1.141
7.860,-0.327,-0.255,-2.164,2.299,1.706,1.150
7.880,-0.281,-0.221,-2.141,2.314,1.753,1.157
7.900,-0.235,-0.185,-2.117,2.327,1.793,1.164
7.920,-0.188,-0.149,-2.094,2.338,1.826,1.169
7.940,-0.141,-0.112,-2.071,2.346,1.852,1.173
7.960,-0.094,-0.075,-2.047,2.352,1.870,1.176
7.980,-0.047,-0.038,-2.024,2.355,1.881,1.178
8.000,-0.000,-0.000,-2.000,2.356,1.885,1.178
8.020,0.047,0.038,-1.976,2.355,1.881,1.178
8.040,0.094,0.075,-1.953,2.352,1.870,1.176
8.060,0.141,0.112,-1.929,2.346,1.852,1.173
8.080,0.188,0.149,-1.906,2.338,1.826,1.169
8.100,0.235,0.185,-1.883,2.327,1.793,1.164
8.120,0.281,0.221,-1.859,2.314,1.753,1.157
8.140,0.327,0.255,-1.836,2.299,1.706,1.150
8.160,0.373,0.289,-1.813,2.282,1.652,1.141
8.180,0.418,0.321,-1.791,2.263,1.592,1.131
8.200,0.464,0.353,-1.768,2.241,1.525,1.120
8.220,0.508,0.382,-1.746,2.217,1.452,1.108
8.240,0.552,0.411,-1.724,2.191,1.374,1.095
8.260,0.596,0.437,-1.702,2.162,1.290,1.081
8.280,0.639,0.462,-1.681,2.132,1.202,1.066
8.300,0.681,0.485,-1.660,2.099,1.108,1.050
8.320,0.723,0.507,-1.639,2.065,1.010,1.032
8.340,0.764,0.526,-1.618,2.028,0.908,1.014
8.360,0.804,0.543,-1.598,1.989,0.803,0.995
8.380,0.843,0.558,-1.578,1.949,0.694,0.974
8.400,0.882,0.571,-1.559,1.906,0.582,0.953
8.420,0.919,0.581,-1.540,1.862,0.469,0.931
8.440,0.956,0.589,-1.522,1.815,0.353,0.908
8.460,0.992,0.595,-1.504,1.767,0.236,0.884
8.480,1.027,0.599,-1.487,1.718,0.118,0.859
8.500,1.061,0.600,-1.470,1.666,0.000,0.833
8.520,1.093,0.599,-1.453,1.613,-0.118,0.806
8.540,1.125,0.595,-1.437,1.558,-0.236,0.779
8.560,1.156,0.589,-1.422,1.502,-0.353,0.751
8.580,1.185,0.581,-1.407,1.444,-0.469,0.722
8.600,1.214,0.571,-1.393,1.385,-0.582,0.692
8.620,1.241,0.558,-1.380,1.324,-0.694,0.662
8.640,1.266,0.543,-1.367,1.263,-0.803,0.631
8.660,1.291,0.526,-1.354,1.199,-0.908,0.600
8.680,1.314,0.507,-1.343,1.135,-1.010,0.568
8.700,1.337,0.485,-1.332,1.070,-1.108,0.535
8.720,1.357,0.462,-1.321,1.003,-1.202,0.502
8.740,1.377,0.437,-1.312,0.936,-1.290,0.468
8.760,1.395,0.411,-1.303,0.867,-1.374,0.434
8.780,1.411,0.382,-1.294,0.798,-1.452,0.399
8.800,1.427,0.353,-1.287,0.728,-1.525,0.364
8.820,1.440,0.321,-1.280,0.657,-1.592,0.329
8.840,1.453,0.289,-1.274,0.586,-1.652,0.293
8.860,1.464,0.255,-1.268,0.514,-1.706,0.257
8.880,1.473,0.221,-1.263,0.442,-1.753,0.221
8.900,1.482,0.185,-1.259,0.369,-1.793,0.184
8.920,1.488,0.149,-1.256,0.295,-1.826,0.148
